pID	|	s(R)	Img	s(Q)	|	s(Qnq)	coff	|	PCA	BF	BFi	Img	std
2120020-0	|	46	46	288	|	209	9.793	|	0.22	2.155	2.155	46	0.16
2120020-1	|	29	29	180	|	128	9.793	|	0.227	2.219	2.219	29	0.161
2120020-2	|	40	40	262	|	201	9.793	|	0.199	1.949	1.949	40	0.153
2120020-3	|	29	29	145	|	106	9.793	|	0.274	2.679	2.679	29	0.2
2120020-4	|	45	45	266	|	193	9.793	|	0.233	2.283	2.283	45	0.169
2120020-5	|	18	18	135	|	104	9.793	|	0.173	1.695	1.695	18	0.133
2120020-6	|	53	53	293	|	215	9.793	|	0.247	2.414	2.414	53	0.181
2120020-7	|	37	37	185	|	137	9.793	|	0.27	2.645	2.645	37	0.2
2120020-8	|	43	43	284	|	218	9.793	|	0.197	1.932	1.932	43	0.151
2120020-9	|	23	23	147	|	111	9.793	|	0.207	2.029	2.029	23	0.156
2120020-10	|	47	47	228	|	164	9.793	|	0.287	2.806	2.806	47	0.206
2120020-11	|	27	27	130	|	97	9.793	|	0.278	2.726	2.726	27	0.208
2120020-12	|	38	38	225	|	169	9.793	|	0.225	2.202	2.202	38	0.169
2120020-13	|	20	20	140	|	102	9.793	|	0.196	1.92	1.920	20	0.143
2120020-14	|	40	40	268	|	202	9.793	|	0.198	1.939	1.939	40	0.149
2120020-15	|	16	16	138	|	108	9.793	|	0.148	1.451	1.451	16	0.116
2120020-16	|	40	40	257	|	194	9.793	|	0.206	2.019	2.019	40	0.156
2120020-17	|	22	22	137	|	103	9.793	|	0.214	2.092	2.092	22	0.161
2120020-18	|	96	96	498	|	354	9.793	|	0.271	2.656	2.656	96	0.193
2120020-19	|	120	120	677	|	485	9.793	|	0.247	2.423	2.423	120	0.177
2120020-20	|	105	105	561	|	409	9.793	|	0.257	2.514	2.514	105	0.187
2120020-21	|	131	131	784	|	574	9.793	|	0.228	2.235	2.235	131	0.167
2120020-22	|	101	101	566	|	412	9.793	|	0.245	2.401	2.401	101	0.178
2120020-23	|	127	127	756	|	559	9.793	|	0.227	2.225	2.225	127	0.168
2120020-24	|	100	100	545	|	397	9.793	|	0.252	2.467	2.467	100	0.183
2120020-25	|	141	141	742	|	534	9.793	|	0.264	2.586	2.586	141	0.19
2120020-26	|	69	69	340	|	230	9.793	|	0.3	2.938	2.938	69	0.203
2120020-27	|	88	88	411	|	266	9.793	|	0.331	3.24	3.240	88	0.214
2120020-28	|	72	72	354	|	259	9.793	|	0.278	2.722	2.722	72	0.203
2120020-29	|	30	30	190	|	151	9.793	|	0.199	1.946	1.946	30	0.158
2120020-30	|	68	67	314	|	227	9.793	|	0.3	2.934	2.890	67	0.217
2120020-31	|	34	34	156	|	116	9.793	|	0.293	2.87	2.870	34	0.218
2120020-32	|	39	39	248	|	193	9.793	|	0.202	1.979	1.979	39	0.157
2120020-33	|	17	17	139	|	115	9.793	|	0.148	1.448	1.448	17	0.122
2120020-34	|	86	86	396	|	285	9.793	|	0.302	2.955	2.955	86	0.217
2120020-35	|	47	47	213	|	159	9.793	|	0.296	2.895	2.895	47	0.221
2120020-36	|	64	64	321	|	236	9.793	|	0.271	2.656	2.656	64	0.199
2120020-37	|	22	22	146	|	120	9.793	|	0.183	1.795	1.795	22	0.151
2120020-38	|	90	89	385	|	278	9.793	|	0.324	3.17	3.135	89	0.234
2120020-39	|	58	58	226	|	158	9.793	|	0.367	3.595	3.595	58	0.257
2120020-40	|	89	89	369	|	260	9.793	|	0.342	3.352	3.352	89	0.241
2120020-41	|	32	31	192	|	147	9.793	|	0.218	2.132	2.065	31	0.167
2120020-42	|	71	70	349	|	251	9.793	|	0.283	2.77	2.731	70	0.203
2120020-43	|	32	32	167	|	124	9.793	|	0.258	2.527	2.527	32	0.192
2120020-44	|	64	64	309	|	228	9.793	|	0.281	2.749	2.749	64	0.207
2120020-45	|	26	26	149	|	116	9.793	|	0.224	2.195	2.195	26	0.174
2120020-46	|	185	185	803	|	574	9.793	|	0.322	3.156	3.156	185	0.23
2120020-47	|	231	231	1059	|	766	9.793	|	0.302	2.953	2.953	231	0.218
2120020-48	|	173	173	748	|	528	9.793	|	0.328	3.209	3.209	173	0.231
2120020-49	|	206	206	992	|	712	9.793	|	0.289	2.833	2.833	206	0.208
2120020-50	|	152	152	739	|	535	9.793	|	0.284	2.782	2.782	152	0.206
2120020-51	|	182	182	940	|	694	9.793	|	0.262	2.568	2.568	182	0.194
2120020-52	|	181	181	784	|	558	9.793	|	0.324	3.177	3.177	181	0.231
2120020-53	|	202	202	1001	|	741	9.793	|	0.273	2.67	2.670	202	0.202
2120020-54	|	147	147	652	|	460	9.793	|	0.32	3.129	3.129	147	0.225
2120020-55	|	174	174	756	|	528	9.793	|	0.33	3.227	3.227	174	0.23
2120020-56	|	37	37	238	|	179	9.793	|	0.207	2.024	2.024	37	0.155
2120020-57	|	30	30	167	|	125	9.793	|	0.24	2.35	2.350	30	0.18
2120020-58	|	43	43	238	|	180	9.793	|	0.239	2.339	2.339	43	0.181
2120020-59	|	37	37	197	|	149	9.793	|	0.248	2.432	2.432	37	0.188
2120020-60	|	31	31	202	|	156	9.793	|	0.199	1.946	1.946	31	0.153
2120020-61	|	16	16	148	|	119	9.793	|	0.134	1.317	1.317	16	0.108
2120020-62	|	43	43	233	|	170	9.793	|	0.253	2.477	2.477	43	0.185
2120020-63	|	33	33	135	|	92	9.793	|	0.359	3.513	3.513	33	0.244
2120020-64	|	36	36	232	|	178	9.793	|	0.202	1.981	1.981	36	0.155
2120020-65	|	19	19	138	|	107	9.793	|	0.178	1.739	1.739	19	0.138
2120020-66	|	34	34	192	|	140	9.793	|	0.243	2.378	2.378	34	0.177
2120020-67	|	27	27	138	|	98	9.793	|	0.276	2.698	2.698	27	0.196
2120020-68	|	30	30	178	|	134	9.793	|	0.224	2.192	2.192	30	0.169
2120020-69	|	25	25	146	|	110	9.793	|	0.227	2.226	2.226	25	0.171
2120020-70	|	36	36	203	|	153	9.793	|	0.235	2.304	2.304	36	0.177
2120020-71	|	26	26	125	|	86	9.793	|	0.302	2.961	2.961	26	0.208
2120020-72	|	31	31	201	|	156	9.793	|	0.199	1.946	1.946	31	0.154
2120020-73	|	20	20	111	|	84	9.793	|	0.238	2.332	2.332	20	0.18
2120020-74	|	72	72	397	|	288	9.793	|	0.25	2.448	2.448	72	0.181
2120020-75	|	144	144	642	|	449	9.793	|	0.321	3.141	3.141	144	0.224
2120020-76	|	74	74	427	|	316	9.793	|	0.234	2.293	2.293	74	0.173
2120020-77	|	139	139	725	|	516	9.793	|	0.269	2.638	2.638	139	0.192
2120020-78	|	69	69	430	|	324	9.793	|	0.213	2.086	2.086	69	0.16
2120020-79	|	130	130	693	|	511	9.793	|	0.254	2.491	2.491	130	0.188
2120020-80	|	73	73	414	|	313	9.793	|	0.233	2.284	2.284	73	0.176
2120020-81	|	132	132	644	|	458	9.793	|	0.288	2.822	2.822	132	0.205
2120020-82	|	52	52	281	|	207	9.793	|	0.251	2.46	2.460	52	0.185
2120020-83	|	92	92	385	|	264	9.793	|	0.348	3.413	3.413	92	0.239
2120020-84	|	23	23	285	|	235	9.793	|	0.098	0.958	0.958	23	0.081
2120020-85	|	9	9	135	|	112	9.793	|	0.08	0.787	0.787	9	0.067
2120020-86	|	22	22	260	|	215	9.793	|	0.102	1.002	1.002	22	0.085
2120020-87	|	8	8	117	|	102	9.793	|	0.078	0.768	0.768	8	0.068
2120020-88	|	14	14	260	|	214	9.793	|	0.065	0.641	0.641	14	0.054
2120020-89	|	8	8	103	|	85	9.793	|	0.094	0.922	0.922	8	0.078
2120020-90	|	24	24	264	|	215	9.793	|	0.112	1.093	1.093	24	0.091
2120020-91	|	8	8	132	|	113	9.793	|	0.071	0.693	0.693	8	0.061
2120020-92	|	20	20	260	|	211	9.793	|	0.095	0.928	0.928	20	0.077
2120020-93	|	5	5	98	|	84	9.793	|	0.06	0.583	0.583	5	0.051
2120020-94	|	11	11	196	|	166	9.793	|	0.066	0.649	0.649	11	0.056
2120020-95	|	5	5	80	|	61	9.793	|	0.082	0.803	0.803	5	0.062
2120020-96	|	16	16	231	|	198	9.793	|	0.081	0.791	0.791	16	0.069
2120020-97	|	8	8	99	|	85	9.793	|	0.094	0.922	0.922	8	0.081
2120020-98	|	16	16	218	|	183	9.793	|	0.087	0.856	0.856	16	0.073
2120020-99	|	3	3	93	|	81	9.793	|	0.037	0.363	0.363	3	0.032
2120020-100	|	18	18	235	|	197	9.793	|	0.091	0.895	0.895	18	0.077
2120020-101	|	11	11	86	|	63	9.793	|	0.175	1.71	1.710	11	0.128
2120020-102	|	35	35	506	|	423	9.793	|	0.083	0.81	0.810	35	0.069
2120020-103	|	34	34	477	|	401	9.793	|	0.085	0.83	0.830	34	0.071
2120020-104	|	39	39	601	|	508	9.793	|	0.077	0.752	0.752	39	0.065
2120020-105	|	49	49	687	|	587	9.793	|	0.083	0.817	0.817	49	0.071
2120020-106	|	45	45	602	|	511	9.793	|	0.088	0.862	0.862	45	0.075
2120020-107	|	47	47	637	|	537	9.793	|	0.088	0.857	0.857	47	0.074
2120020-108	|	40	40	550	|	459	9.793	|	0.087	0.853	0.853	40	0.073
2120020-109	|	33	33	520	|	430	9.793	|	0.077	0.752	0.752	33	0.063
2120020-110	|	29	29	349	|	289	9.793	|	0.1	0.983	0.983	29	0.083
2120020-111	|	16	16	320	|	270	9.793	|	0.059	0.58	0.580	16	0.05
2120020-112	|	90	90	281	|	191	9.793	|	0.471	4.614	4.614	90	0.32
2120020-113	|	54	54	173	|	119	9.793	|	0.454	4.444	4.444	54	0.312
2120020-114	|	114	114	319	|	205	9.793	|	0.556	5.446	5.446	114	0.357
2120020-115	|	85	85	226	|	141	9.793	|	0.603	5.903	5.903	85	0.376
2120020-116	|	88	88	254	|	166	9.793	|	0.53	5.191	5.191	88	0.346
2120020-117	|	49	48	136	|	87	9.793	|	0.563	5.515	5.403	48	0.36
2120020-118	|	74	74	246	|	172	9.793	|	0.43	4.213	4.213	74	0.301
2120020-119	|	38	38	137	|	99	9.793	|	0.384	3.759	3.759	38	0.277
2120020-120	|	73	73	253	|	180	9.793	|	0.406	3.972	3.972	73	0.289
2120020-121	|	43	43	124	|	81	9.793	|	0.531	5.199	5.199	43	0.347
2120020-122	|	100	100	253	|	153	9.793	|	0.654	6.401	6.401	100	0.395
2120020-123	|	61	61	155	|	94	9.793	|	0.649	6.355	6.355	61	0.394
2120020-124	|	85	85	244	|	159	9.793	|	0.535	5.235	5.235	85	0.348
2120020-125	|	48	48	130	|	82	9.793	|	0.585	5.732	5.732	48	0.369
2120020-126	|	87	87	278	|	191	9.793	|	0.455	4.461	4.461	87	0.313
2120020-127	|	54	54	159	|	105	9.793	|	0.514	5.036	5.036	54	0.34
2120020-128	|	80	80	265	|	185	9.793	|	0.432	4.235	4.235	80	0.302
2120020-129	|	47	47	146	|	99	9.793	|	0.475	4.649	4.649	47	0.322
2120020-130	|	196	196	554	|	358	9.793	|	0.547	5.361	5.361	196	0.354
2120020-131	|	304	304	814	|	510	9.793	|	0.596	5.837	5.837	304	0.373
2120020-132	|	193	193	580	|	387	9.793	|	0.499	4.884	4.884	193	0.333
2120020-133	|	304	304	863	|	559	9.793	|	0.544	5.326	5.326	304	0.352
2120020-134	|	179	179	553	|	374	9.793	|	0.479	4.687	4.687	179	0.324
2120020-135	|	259	259	801	|	542	9.793	|	0.478	4.68	4.680	259	0.323
2120020-136	|	199	199	550	|	351	9.793	|	0.567	5.552	5.552	199	0.362
2120020-137	|	301	301	787	|	486	9.793	|	0.619	6.065	6.065	301	0.382
2120020-138	|	151	151	384	|	233	9.793	|	0.648	6.346	6.346	151	0.393
2120020-139	|	218	218	510	|	292	9.793	|	0.747	7.311	7.311	218	0.427
2120020-140	|	42	42	200	|	143	9.793	|	0.294	2.876	2.876	42	0.21
2120020-141	|	28	28	150	|	111	9.793	|	0.252	2.47	2.470	28	0.187
2120020-142	|	51	50	234	|	161	9.793	|	0.317	3.102	3.041	50	0.218
2120020-143	|	36	36	177	|	123	9.793	|	0.293	2.866	2.866	36	0.203
2120020-144	|	39	38	200	|	141	9.793	|	0.277	2.709	2.639	38	0.195
2120020-145	|	29	29	133	|	91	9.793	|	0.319	3.121	3.121	29	0.218
2120020-146	|	28	27	164	|	124	9.793	|	0.226	2.211	2.132	27	0.171
2120020-147	|	18	18	125	|	97	9.793	|	0.186	1.817	1.817	18	0.144
2120020-148	|	41	40	201	|	143	9.793	|	0.287	2.808	2.739	40	0.204
2120020-149	|	26	26	140	|	105	9.793	|	0.248	2.425	2.425	26	0.186
2120020-150	|	40	39	177	|	124	9.793	|	0.323	3.159	3.080	39	0.226
2120020-151	|	30	29	123	|	83	9.793	|	0.361	3.54	3.422	29	0.244
2120020-152	|	33	33	152	|	110	9.793	|	0.3	2.938	2.938	33	0.217
2120020-153	|	23	23	117	|	87	9.793	|	0.264	2.589	2.589	23	0.197
2120020-154	|	37	36	191	|	135	9.793	|	0.274	2.684	2.611	36	0.194
2120020-155	|	25	25	113	|	76	9.793	|	0.329	3.221	3.221	25	0.221
2120020-156	|	45	44	173	|	116	9.793	|	0.388	3.799	3.715	44	0.26
2120020-157	|	26	26	112	|	78	9.793	|	0.333	3.264	3.264	26	0.232
2120020-158	|	70	69	347	|	247	9.793	|	0.283	2.775	2.736	69	0.202
2120020-159	|	136	134	608	|	418	9.793	|	0.325	3.186	3.139	134	0.224
2120020-160	|	74	73	384	|	278	9.793	|	0.266	2.607	2.571	73	0.193
2120020-161	|	141	139	684	|	477	9.793	|	0.296	2.895	2.854	139	0.206
2120020-162	|	68	67	390	|	285	9.793	|	0.239	2.337	2.302	67	0.174
2120020-163	|	131	130	651	|	457	9.793	|	0.287	2.807	2.786	130	0.201
2120020-164	|	75	74	359	|	258	9.793	|	0.291	2.847	2.809	74	0.209
2120020-165	|	122	120	581	|	411	9.793	|	0.297	2.907	2.859	120	0.21
2120020-166	|	50	49	248	|	181	9.793	|	0.276	2.705	2.651	49	0.202
2120020-167	|	98	97	361	|	233	9.793	|	0.421	4.119	4.077	97	0.271
2120020-168	|	58	57	240	|	174	9.793	|	0.333	3.264	3.208	57	0.242
2120020-169	|	27	27	135	|	101	9.793	|	0.267	2.618	2.618	27	0.2
2120020-170	|	82	82	358	|	267	9.793	|	0.307	3.008	3.008	82	0.229
2120020-171	|	50	50	226	|	167	9.793	|	0.299	2.932	2.932	50	0.221
2120020-172	|	55	55	228	|	167	9.793	|	0.329	3.225	3.225	55	0.241
2120020-173	|	27	27	107	|	79	9.793	|	0.342	3.347	3.347	27	0.252
2120020-174	|	36	36	161	|	120	9.793	|	0.3	2.938	2.938	36	0.224
2120020-175	|	19	19	81	|	59	9.793	|	0.322	3.154	3.154	19	0.235
2120020-176	|	84	84	307	|	217	9.793	|	0.387	3.791	3.791	84	0.274
2120020-177	|	37	37	143	|	105	9.793	|	0.352	3.451	3.451	37	0.259
2120020-178	|	58	58	243	|	178	9.793	|	0.326	3.191	3.191	58	0.239
2120020-179	|	27	27	110	|	78	9.793	|	0.346	3.39	3.390	27	0.245
2120020-180	|	74	74	321	|	236	9.793	|	0.314	3.071	3.071	74	0.231
2120020-181	|	45	45	195	|	141	9.793	|	0.319	3.125	3.125	45	0.231
2120020-182	|	59	59	261	|	192	9.793	|	0.307	3.009	3.009	59	0.226
2120020-183	|	30	30	135	|	98	9.793	|	0.306	2.998	2.998	30	0.222
2120020-184	|	53	53	233	|	171	9.793	|	0.31	3.035	3.035	53	0.227
2120020-185	|	30	30	117	|	85	9.793	|	0.353	3.456	3.456	30	0.256
2120020-186	|	161	161	665	|	481	9.793	|	0.335	3.278	3.278	161	0.242
2120020-187	|	243	243	1010	|	727	9.793	|	0.334	3.273	3.273	243	0.241
2120020-188	|	140	140	601	|	436	9.793	|	0.321	3.144	3.144	140	0.233
2120020-189	|	207	207	872	|	633	9.793	|	0.327	3.202	3.202	207	0.237
2120020-190	|	128	128	584	|	440	9.793	|	0.291	2.849	2.849	128	0.219
2120020-191	|	177	177	792	|	586	9.793	|	0.302	2.958	2.958	177	0.223
2120020-192	|	151	151	647	|	475	9.793	|	0.318	3.113	3.113	151	0.233
2120020-193	|	219	219	931	|	678	9.793	|	0.323	3.163	3.163	219	0.235
2120020-194	|	129	129	537	|	390	9.793	|	0.331	3.239	3.239	129	0.24
2120020-195	|	158	158	695	|	501	9.793	|	0.315	3.088	3.088	158	0.227
2120020-196	|	48	48	235	|	179	9.793	|	0.268	2.626	2.626	48	0.204
2120020-197	|	21	21	117	|	90	9.793	|	0.233	2.285	2.285	21	0.179
2120020-198	|	49	49	303	|	239	9.793	|	0.205	2.008	2.008	49	0.162
2120020-199	|	34	34	183	|	140	9.793	|	0.243	2.378	2.378	34	0.186
2120020-200	|	47	47	212	|	157	9.793	|	0.299	2.932	2.932	47	0.222
2120020-201	|	23	23	113	|	84	9.793	|	0.274	2.681	2.681	23	0.204
2120020-202	|	29	29	197	|	161	9.793	|	0.18	1.764	1.764	29	0.147
2120020-203	|	17	17	116	|	95	9.793	|	0.179	1.752	1.752	17	0.147
2120020-204	|	52	52	264	|	204	9.793	|	0.255	2.496	2.496	52	0.197
2120020-205	|	33	33	153	|	113	9.793	|	0.292	2.86	2.860	33	0.216
2120020-206	|	47	47	226	|	171	9.793	|	0.275	2.692	2.692	47	0.208
2120020-207	|	23	23	102	|	72	9.793	|	0.319	3.128	3.128	23	0.225
2120020-208	|	61	61	305	|	230	9.793	|	0.265	2.597	2.597	61	0.2
2120020-209	|	44	44	207	|	156	9.793	|	0.282	2.762	2.762	44	0.213
2120020-210	|	49	49	257	|	197	9.793	|	0.249	2.436	2.436	49	0.191
2120020-211	|	22	22	147	|	120	9.793	|	0.183	1.795	1.795	22	0.15
2120020-212	|	41	41	214	|	162	9.793	|	0.253	2.478	2.478	41	0.192
2120020-213	|	20	20	98	|	69	9.793	|	0.29	2.838	2.838	20	0.204
2120020-214	|	120	120	618	|	471	9.793	|	0.255	2.495	2.495	120	0.194
2120020-215	|	199	199	979	|	731	9.793	|	0.272	2.666	2.666	199	0.203
2120020-216	|	120	120	617	|	469	9.793	|	0.256	2.506	2.506	120	0.194
2120020-217	|	182	182	958	|	717	9.793	|	0.254	2.486	2.486	182	0.19
2120020-218	|	118	118	584	|	442	9.793	|	0.267	2.614	2.614	118	0.202
2120020-219	|	168	168	836	|	626	9.793	|	0.268	2.628	2.628	168	0.201
2120020-220	|	113	113	583	|	443	9.793	|	0.255	2.498	2.498	113	0.194
2120020-221	|	169	169	868	|	662	9.793	|	0.255	2.5	2.500	169	0.195
2120020-222	|	116	116	540	|	401	9.793	|	0.289	2.833	2.833	116	0.215
2120020-223	|	144	144	717	|	534	9.793	|	0.27	2.641	2.641	144	0.201
2120020-224	|	41	41	229	|	163	9.793	|	0.252	2.463	2.463	41	0.179
2120020-225	|	31	31	156	|	109	9.793	|	0.284	2.785	2.785	31	0.199
2120020-226	|	59	59	246	|	166	9.793	|	0.355	3.481	3.481	59	0.24
2120020-227	|	52	52	202	|	131	9.793	|	0.397	3.887	3.887	52	0.257
2120020-228	|	38	37	199	|	143	9.793	|	0.266	2.602	2.534	37	0.191
2120020-229	|	25	25	118	|	87	9.793	|	0.287	2.814	2.814	25	0.212
2120020-230	|	25	25	148	|	104	9.793	|	0.24	2.354	2.354	25	0.169
2120020-231	|	15	15	107	|	82	9.793	|	0.183	1.791	1.791	15	0.14
2120020-232	|	51	51	260	|	181	9.793	|	0.282	2.759	2.759	51	0.196
2120020-233	|	31	31	176	|	128	9.793	|	0.242	2.372	2.372	31	0.176
2120020-234	|	42	42	216	|	154	9.793	|	0.273	2.671	2.671	42	0.194
2120020-235	|	25	25	127	|	90	9.793	|	0.278	2.72	2.720	25	0.197
2120020-236	|	45	45	214	|	144	9.793	|	0.312	3.06	3.060	45	0.21
2120020-237	|	41	41	151	|	100	9.793	|	0.41	4.015	4.015	41	0.272
2120020-238	|	40	40	232	|	168	9.793	|	0.238	2.332	2.332	40	0.172
2120020-239	|	30	30	152	|	107	9.793	|	0.28	2.746	2.746	30	0.197
2120020-240	|	39	39	207	|	151	9.793	|	0.258	2.529	2.529	39	0.188
2120020-241	|	20	20	111	|	84	9.793	|	0.238	2.332	2.332	20	0.18
2120020-242	|	90	90	447	|	305	9.793	|	0.295	2.89	2.890	90	0.201
2120020-243	|	164	164	730	|	487	9.793	|	0.337	3.298	3.298	164	0.225
2120020-244	|	96	96	488	|	344	9.793	|	0.279	2.733	2.733	96	0.197
2120020-245	|	164	164	786	|	544	9.793	|	0.301	2.952	2.952	164	0.209
2120020-246	|	94	94	466	|	325	9.793	|	0.289	2.832	2.832	94	0.202
2120020-247	|	150	150	756	|	529	9.793	|	0.284	2.777	2.777	150	0.198
2120020-248	|	96	96	463	|	321	9.793	|	0.299	2.929	2.929	96	0.207
2120020-249	|	155	155	688	|	461	9.793	|	0.336	3.293	3.293	155	0.225
2120020-250	|	78	78	329	|	212	9.793	|	0.368	3.603	3.603	78	0.237
2120020-251	|	126	126	481	|	303	9.793	|	0.416	4.072	4.072	126	0.262
2120020-252	|	33	33	187	|	140	9.793	|	0.236	2.308	2.308	33	0.176
2120020-253	|	24	24	130	|	97	9.793	|	0.247	2.423	2.423	24	0.185
2120020-254	|	44	43	213	|	154	9.793	|	0.286	2.798	2.734	43	0.207
2120020-255	|	27	27	158	|	119	9.793	|	0.227	2.222	2.222	27	0.171
2120020-256	|	29	28	178	|	136	9.793	|	0.213	2.088	2.016	28	0.163
2120020-257	|	23	23	119	|	86	9.793	|	0.267	2.619	2.619	23	0.193
2120020-258	|	23	23	161	|	129	9.793	|	0.178	1.746	1.746	23	0.143
2120020-259	|	17	17	120	|	95	9.793	|	0.179	1.752	1.752	17	0.142
2120020-260	|	37	36	189	|	136	9.793	|	0.272	2.664	2.592	36	0.196
2120020-261	|	31	31	147	|	103	9.793	|	0.301	2.947	2.947	31	0.211
2120020-262	|	34	33	182	|	139	9.793	|	0.245	2.395	2.325	33	0.187
2120020-263	|	20	19	107	|	80	9.793	|	0.25	2.448	2.326	19	0.187
2120020-264	|	33	33	171	|	122	9.793	|	0.27	2.649	2.649	33	0.193
2120020-265	|	24	24	111	|	80	9.793	|	0.3	2.938	2.938	24	0.216
2120020-266	|	31	31	160	|	121	9.793	|	0.256	2.509	2.509	31	0.194
2120020-267	|	21	21	118	|	85	9.793	|	0.247	2.419	2.419	21	0.178
2120020-268	|	33	32	179	|	129	9.793	|	0.256	2.505	2.429	32	0.184
2120020-269	|	18	18	115	|	83	9.793	|	0.217	2.124	2.124	18	0.157
2120020-270	|	68	67	352	|	259	9.793	|	0.263	2.571	2.533	67	0.193
2120020-271	|	129	129	633	|	449	9.793	|	0.287	2.814	2.814	129	0.204
2120020-272	|	74	74	388	|	283	9.793	|	0.261	2.561	2.561	74	0.191
2120020-273	|	134	134	706	|	511	9.793	|	0.262	2.568	2.568	134	0.19
2120020-274	|	78	77	396	|	284	9.793	|	0.275	2.69	2.655	77	0.197
2120020-275	|	122	122	650	|	475	9.793	|	0.257	2.515	2.515	122	0.188
2120020-276	|	69	68	356	|	262	9.793	|	0.263	2.579	2.542	68	0.194
2120020-277	|	113	113	612	|	447	9.793	|	0.253	2.476	2.476	113	0.185
2120020-278	|	48	48	253	|	182	9.793	|	0.264	2.583	2.583	48	0.19
2120020-279	|	78	78	355	|	248	9.793	|	0.315	3.08	3.080	78	0.22
2120020-280	|	254	254	1811	|	1470	9.793	|	0.173	1.692	1.692	254	0.14
2120020-281	|	63	63	506	|	420	9.793	|	0.15	1.469	1.469	63	0.125
2120020-282	|	395	394	2482	|	1977	9.793	|	0.2	1.957	1.952	394	0.159
2120020-283	|	138	138	836	|	665	9.793	|	0.208	2.032	2.032	138	0.165
2120020-284	|	265	265	1668	|	1331	9.793	|	0.199	1.95	1.950	265	0.159
2120020-285	|	65	65	436	|	355	9.793	|	0.183	1.793	1.793	65	0.149
2120020-286	|	164	164	1315	|	1095	9.793	|	0.15	1.467	1.467	164	0.125
2120020-287	|	41	41	375	|	315	9.793	|	0.13	1.275	1.275	41	0.109
2120020-288	|	356	356	2114	|	1662	9.793	|	0.214	2.098	2.098	356	0.168
2120020-289	|	93	93	605	|	487	9.793	|	0.191	1.87	1.870	93	0.154
2120020-290	|	242	242	1616	|	1302	9.793	|	0.186	1.82	1.820	242	0.15
2120020-291	|	46	46	395	|	328	9.793	|	0.14	1.373	1.373	46	0.116
2120020-292	|	386	385	2450	|	1959	9.793	|	0.197	1.93	1.925	385	0.158
2120020-293	|	122	121	812	|	666	9.793	|	0.183	1.794	1.779	121	0.15
2120020-294	|	354	353	2305	|	1862	9.793	|	0.19	1.862	1.857	353	0.154
2120020-295	|	103	103	765	|	637	9.793	|	0.162	1.583	1.583	103	0.135
2120020-296	|	277	277	1890	|	1525	9.793	|	0.182	1.779	1.779	277	0.147
2120020-297	|	78	78	481	|	385	9.793	|	0.203	1.984	1.984	78	0.162
2120020-298	|	245	245	1659	|	1347	9.793	|	0.182	1.781	1.781	245	0.148
2120020-299	|	56	56	403	|	333	9.793	|	0.168	1.647	1.647	56	0.139
2120020-300	|	711	711	2874	|	2345	9.793	|	0.303	2.969	2.969	711	0.247
2120020-301	|	522	522	1069	|	865	9.793	|	0.603	5.91	5.910	522	0.488
2120020-302	|	660	659	2963	|	2417	9.793	|	0.273	2.674	2.670	659	0.223
2120020-303	|	471	470	1431	|	1182	9.793	|	0.398	3.902	3.894	470	0.329
2120020-304	|	736	736	2992	|	2434	9.793	|	0.302	2.961	2.961	736	0.246
2120020-305	|	552	552	1227	|	1008	9.793	|	0.548	5.363	5.363	552	0.45
2120020-306	|	654	653	2791	|	2234	9.793	|	0.293	2.867	2.862	653	0.234
2120020-307	|	429	428	1241	|	1016	9.793	|	0.422	4.135	4.125	428	0.346
2120020-308	|	252	252	1950	|	1568	9.793	|	0.161	1.574	1.574	252	0.129
2120020-309	|	66	66	556	|	458	9.793	|	0.144	1.411	1.411	66	0.119
2120020-310	|	310	310	2303	|	1846	9.793	|	0.168	1.645	1.645	310	0.135
2120020-311	|	122	122	755	|	591	9.793	|	0.206	2.022	2.022	122	0.162
2120020-312	|	221	221	1804	|	1464	9.793	|	0.151	1.478	1.478	221	0.123
2120020-313	|	60	60	459	|	371	9.793	|	0.162	1.584	1.584	60	0.131
2120020-314	|	172	171	1716	|	1433	9.793	|	0.12	1.175	1.169	171	0.1
2120020-315	|	52	52	538	|	455	9.793	|	0.114	1.119	1.119	52	0.097
2120020-316	|	282	282	2098	|	1683	9.793	|	0.168	1.641	1.641	282	0.134
2120020-317	|	84	84	609	|	486	9.793	|	0.173	1.693	1.693	84	0.138
2120020-318	|	228	228	1860	|	1515	9.793	|	0.15	1.474	1.474	228	0.123
2120020-319	|	43	43	449	|	372	9.793	|	0.116	1.132	1.132	43	0.096
2120020-320	|	296	295	2106	|	1689	9.793	|	0.175	1.716	1.710	295	0.141
2120020-321	|	111	111	666	|	520	9.793	|	0.213	2.09	2.090	111	0.167
2120020-322	|	286	285	2301	|	1888	9.793	|	0.151	1.483	1.478	285	0.124
2120020-323	|	89	89	744	|	607	9.793	|	0.147	1.436	1.436	89	0.12
2120020-324	|	253	252	2025	|	1632	9.793	|	0.155	1.518	1.512	252	0.125
2120020-325	|	74	71	574	|	470	9.793	|	0.157	1.542	1.479	71	0.129
2120020-326	|	233	233	1855	|	1494	9.793	|	0.156	1.527	1.527	233	0.126
2120020-327	|	58	58	454	|	370	9.793	|	0.157	1.535	1.535	58	0.128
2120020-328	|	628	627	2806	|	2243	9.793	|	0.28	2.742	2.737	627	0.224
2120020-329	|	509	508	1035	|	814	9.793	|	0.625	6.123	6.111	508	0.492
